Fur,Size,Shape,Ears,Tail,Vocal,Behavior,Legs,Eyes,Habitat,Class
0.72,0.12,-0.41,-0.89,-0.42,0.34,-0.86,1.71,-0.66,0.26,dog
0.56,1.12,0.34,0.95,0.4,-0.19,0.73,0.37,-0.29,0.25,dog
0.47,0.79,0.47,0.89,1.52,-1.79,1.09,1.52,0.15,1.06,rabbit
-0.19,-0.63,0.47,0.7,1.22,-1.36,0.05,-0.12,-1.08,-0.4,dog
-0.43,0.94,-0.47,-1.41,-0.45,0.19,0.56,-0.92,0.65,1.39,dog
0.49,0.49,-0.12,0.86,-0.1,1.86,-1.1,0.91,0.99,1.27,cat
0.17,-1.08,-1.61,-0.44,-0.42,1.48,-2.03,-2.05,-0.17,1.39,rabbit
1.51,-1.36,1.8,-0.24,-0.77,-0.54,-1.04,-2.03,0.82,-0.15,rabbit
-1.78,-0.17,-0.17,0.5,-0.86,1.13,-0.16,-1.61,-0.31,-0.91,cat
1.16,1.07,-1.05,0.36,0.76,0.7,-0.2,0.3,-0.39,-1.17,dog
0.06,-0.71,-1.25,-1.17,1.09,0.81,-0.39,-2.07,0.57,1.15,rabbit
-0.48,-0.19,1.74,0.36,-0.93,-0.51,-0.68,-1.42,1.02,1.82,rabbit
0.05,0.23,-1.03,-0.34,0.58,0.28,1.09,-0.75,0.91,1.47,dog
-0.42,-1.23,-0.18,-0.38,0.71,-0.17,0.06,-1.01,-0.24,1.23,dog
0.29,-0.76,1.07,-1.38,1.45,-0.11,-0.69,-1.15,0.57,0.42,cat
-0.48,-0.14,1.1,0.41,0.28,0.7,-1.24,-0.86,0.48,0.72,dog
-1.13,-0.34,1.26,0.74,-0.39,-1.74,0.72,1.63,1.65,0.43,rabbit
0.84,-0.49,-1.22,0.32,0.06,-0.64,0.42,-0.54,-1.46,0.62,dog
1.37,-0.53,0.77,-1.24,-0.56,0.32,2.17,0.75,0.27,-0.17,cat
-1.59,0.72,0.92,-0.37,1.52,1.3,-0.25,-0.38,0.97,1.07,cat
0.5,0.88,-0.63,-0.19,0.38,-0.62,-0.51,0.35,-0.43,-0.61,dog
-0.14,0.59,-0.9,1.41,0.78,-0.97,0.89,0.53,-0.67,-0.71,dog
-1.03,0.24,-0.32,-0.16,0.32,-0.58,0.04,-0.45,0.73,-0.4,dog
-0.36,-0.37,0.02,-0.04,1.46,0.86,1.47,0.42,-1.49,0.51,cat
-0.7,0.83,0.71,-1.52,2.82,0.56,-0.02,-0.13,1.92,0.34,rabbit
1.35,1.52,-0.01,-0.01,1.2,-2.43,0.04,1.07,-0.94,-0.37,rabbit
0.54,-1.06,1.39,0.27,2.03,-1.94,0.51,1.17,0.1,0.46,rabbit
-1.91,-0.14,0.66,0.17,-0.29,-0.53,1.15,0.98,1.18,1.03,cat
1.19,1.7,-1.03,0.42,-1.21,0.02,1.15,-2.07,-1.11,-0.3,rabbit
0.08,-0.44,-0.45,-1.63,-0.26,-0.57,-0.01,-0.85,1.91,0.65,cat
0.63,0.04,0.03,0.68,0.33,-0.95,0.86,-0.33,0.89,-0.43,dog
0.5,0.91,-0.35,0.61,-0.74,-0.59,-1.08,-0.41,-0.76,-0.58,dog
-0.7,-1.13,-0.89,-0.33,-0.54,-1.63,-0.12,0.11,1.17,1.05,cat
1.21,1.12,0.84,-0.1,1.15,-0.05,0.47,1.03,0.81,1.79,cat
0.15,-0.65,-0.83,-1.2,1.54,0.98,-0.33,-0.67,0.51,-0.42,dog
1.46,-0.06,-0.4,-1.32,-0.08,-0.88,-0.68,0.56,-1.64,-0.35,cat
0.1,1.03,-0.92,-0.07,1.53,0.18,0.19,1.18,0.43,-0.55,dog
-1.03,0.93,1.45,0.0,-1.6,1.46,-0.6,0.41,-0.65,0.7,cat
-0.43,1.51,-1.72,-0.66,0.33,0.19,0.28,-0.03,-0.63,0.99,dog
-1.83,-0.17,1.19,0.49,-0.14,-0.78,0.38,0.73,0.15,1.65,cat
0.34,1.06,-1.14,0.51,0.2,0.54,0.18,-0.89,0.43,-0.92,dog
-0.06,-0.75,-0.21,0.26,-1.68,-3.19,0.52,-1.42,-0.49,0.65,rabbit
-0.06,-0.51,-0.17,-0.8,-0.69,-0.52,0.61,-0.75,-0.39,1.05,dog
-0.47,1.53,0.2,-0.2,0.51,-0.28,1.31,-0.59,2.56,1.57,rabbit
-0.4,1.1,0.03,0.38,0.8,-0.69,-0.77,2.09,-0.1,-0.15,dog
0.43,-0.23,-0.64,-0.89,-0.07,-0.61,2.04,1.6,-0.27,0.71,cat
-0.65,0.94,0.63,0.44,-2.25,-1.62,0.07,-1.67,-0.01,-0.62,rabbit
2.76,-0.98,0.27,-0.4,-0.9,0.84,-0.26,0.05,-1.0,0.88,rabbit
0.12,-1.87,-0.16,-1.09,-2.14,0.23,1.75,0.45,-1.2,1.37,rabbit
-0.19,-0.1,0.87,0.75,0.53,0.14,0.08,0.62,0.23,0.68,dog
0.36,2.01,-1.05,-0.41,0.41,1.43,0.44,-1.17,-1.88,0.7,rabbit
0.63,-0.17,0.32,-0.69,-1.7,-0.34,0.36,-0.22,-0.37,-0.09,dog
-0.96,-0.89,0.31,1.03,1.02,0.89,-1.72,-0.07,0.07,1.66,cat
1.72,-1.9,-0.37,1.3,1.21,0.39,-0.32,-0.58,-1.09,-2.11,rabbit
-0.08,0.21,0.99,1.43,0.53,-0.37,0.69,-0.8,0.21,1.79,cat
0.21,-0.73,0.72,-0.75,1.87,0.77,-1.27,1.76,-0.23,-0.73,cat
1.49,-0.06,0.59,-1.73,2.22,-0.45,0.3,-2.21,0.56,-0.83,rabbit
0.99,-0.04,0.64,1.85,-0.37,0.62,0.49,0.69,0.25,1.05,dog
0.56,-1.25,0.73,0.73,0.79,1.17,2.05,0.65,-0.99,1.15,rabbit
0.53,1.09,-0.51,-1.89,1.9,-0.34,0.59,0.39,-0.91,0.84,cat
-0.39,0.16,-1.3,0.95,0.47,-0.06,-0.19,-0.78,-0.45,-0.23,dog
1.47,-1.04,-0.17,-0.05,-0.27,0.69,-0.99,0.02,0.49,0.3,dog
-0.54,0.64,0.18,-0.09,-0.21,1.15,2.23,-0.55,0.57,1.93,rabbit
-0.0,0.11,0.47,2.85,-1.44,-0.17,-1.81,0.61,0.22,2.18,rabbit
-1.14,2.09,0.13,1.1,-2.68,-0.24,-0.18,-0.56,0.14,-0.87,rabbit
-1.23,-0.88,-0.06,1.4,-1.06,-0.24,0.11,0.9,0.55,0.95,dog
0.2,0.28,-0.01,-0.66,-0.33,0.02,-0.1,-0.46,-0.92,-1.74,dog
0.52,-1.11,-0.77,0.67,1.46,0.59,1.2,1.7,1.04,-0.92,rabbit
-0.04,1.49,0.33,1.3,0.73,-1.11,1.49,0.12,-1.78,0.44,rabbit
0.11,0.03,1.57,-0.63,-0.96,0.07,0.21,-0.5,-0.08,1.77,dog
-0.4,0.82,-0.56,1.95,-1.33,-1.76,-1.65,-0.89,-1.12,1.96,rabbit
-1.2,-0.3,-0.31,0.1,-1.11,-1.19,1.62,1.16,0.89,1.82,rabbit
1.12,0.04,-0.99,-0.42,1.08,-0.86,0.24,-0.42,1.44,0.68,dog
0.91,-0.94,1.05,-1.14,-0.61,-0.27,-0.03,-0.18,0.6,1.61,dog
1.13,0.31,0.11,0.59,0.78,-0.82,-0.41,-1.58,-0.46,0.7,dog
0.75,1.23,-0.79,0.0,-0.1,0.3,0.37,-0.45,-0.25,-1.43,dog
-1.04,1.42,-1.03,-0.82,-0.65,0.42,-1.89,-0.15,-1.14,0.08,cat
1.76,-0.74,1.19,-0.05,-1.15,0.8,0.35,1.5,0.88,0.25,cat
0.4,-2.0,0.11,0.96,0.82,-0.44,0.09,-1.72,-0.37,-1.18,cat
-0.01,1.87,-1.66,-0.05,-0.53,-1.29,-0.92,-1.05,-0.34,-1.42,rabbit
-1.26,2.0,-2.34,0.47,0.88,0.12,0.31,0.03,0.29,0.92,rabbit
-1.08,0.73,-0.04,-0.23,-0.18,0.5,-0.59,0.51,-0.92,-0.41,dog
-0.03,0.11,1.37,0.8,1.74,-0.26,1.52,0.44,-1.01,0.75,cat
0.89,1.33,0.29,-0.22,-0.97,1.08,-0.01,1.46,1.79,-1.33,rabbit
0.62,0.96,-2.16,0.78,-1.32,0.81,0.7,-0.07,0.74,-0.21,cat
-0.13,0.11,0.79,-0.21,1.87,1.28,0.42,0.12,-0.77,-0.56,dog
-1.57,0.1,-1.46,0.95,-1.68,-1.81,-1.14,-0.8,1.31,-0.02,rabbit
0.07,-1.28,1.24,0.23,0.94,0.76,0.96,0.44,-0.64,0.07,dog
0.64,-1.69,-0.18,0.59,-1.53,0.22,1.49,-0.6,-1.36,-1.8,rabbit
0.94,-0.29,0.67,1.47,-0.1,-0.36,-0.09,-0.17,-1.34,-0.06,dog
1.08,-0.21,-0.59,0.21,2.33,-0.53,1.17,1.75,-1.02,-0.34,rabbit
-0.53,-0.36,-1.05,0.17,-1.22,-1.19,-0.14,0.52,0.66,-0.05,dog
1.01,0.11,-0.55,-0.32,-0.44,-1.22,-0.45,0.69,1.43,1.46,cat
0.76,-1.46,2.85,-0.68,0.0,-0.12,-0.9,0.5,-0.65,0.13,rabbit
-0.85,0.35,-1.07,-1.32,0.68,-0.48,1.17,0.23,-0.19,2.56,rabbit
0.66,-0.06,2.14,0.36,0.94,-1.19,0.57,0.01,-1.15,-1.26,cat
2.79,0.41,0.19,-1.33,0.26,-1.39,-0.29,-0.33,0.89,-0.31,rabbit
0.68,-0.5,-0.46,1.21,-1.28,-0.28,-0.79,-1.74,-0.19,-0.52,cat
1.52,0.26,-0.74,2.24,-0.73,-1.8,-0.4,-0.29,-0.28,1.99,rabbit
-0.1,-0.49,-0.67,1.81,-2.4,-0.96,-0.12,0.75,-0.75,0.9,rabbit
-0.02,1.27,0.68,0.95,-0.54,0.67,1.72,1.75,0.81,1.58,rabbit
-0.07,1.34,1.06,-1.39,0.25,1.1,0.75,0.37,-1.86,0.83,cat
-1.32,0.6,-0.68,0.51,0.54,0.37,-0.75,0.03,1.22,-0.18,dog
0.28,2.39,-1.03,1.24,-0.67,0.49,-0.74,0.53,1.12,-1.52,rabbit
0.34,-0.03,-0.4,0.68,-0.62,-0.98,-1.67,2.82,-1.08,0.42,rabbit
0.34,0.15,-0.28,-0.87,0.37,0.5,-1.23,-0.68,-0.01,0.35,dog
-2.6,-1.26,-0.88,0.63,-0.63,-0.58,-0.27,0.85,0.17,0.48,cat
0.19,-1.12,1.47,1.61,-0.82,0.07,0.02,2.14,1.04,0.62,rabbit
-0.94,-0.59,2.12,1.05,1.29,0.04,1.14,1.04,0.21,0.84,rabbit
-1.54,-1.09,0.03,-0.64,-0.22,-1.52,0.34,0.14,0.04,0.83,dog
-0.81,-1.09,0.64,0.76,0.56,-0.75,-1.5,-1.0,0.26,-1.38,cat
0.14,-1.92,-0.7,-0.29,0.18,1.99,-0.02,-0.99,1.67,1.52,rabbit
-1.54,0.78,0.98,-0.22,0.28,0.15,-0.54,-0.86,-0.28,-0.62,dog
1.65,-1.14,-0.57,-0.15,-0.27,0.83,-0.26,0.69,0.1,-0.22,dog
-0.81,0.71,1.37,0.08,0.03,-1.8,-0.64,0.23,0.28,-1.08,cat
-0.17,-0.22,-0.21,-0.66,1.89,-2.61,0.62,-0.27,1.27,0.68,rabbit
0.33,-0.96,-0.18,0.95,-0.34,-1.27,-0.71,-0.83,0.52,-1.36,dog
1.39,0.75,-0.71,0.18,0.86,0.16,0.85,-1.77,0.04,-1.15,cat
-0.9,-1.53,0.45,1.03,-0.92,-0.18,0.66,-0.09,-1.59,2.02,rabbit
-1.72,1.28,-0.02,1.51,0.8,0.53,1.4,-0.19,-0.26,-0.34,cat
0.06,-1.35,0.14,-0.2,0.56,-0.03,0.33,-0.65,0.63,0.84,dog
-0.37,-1.33,-2.04,-0.66,-1.17,-0.43,0.09,-0.74,-1.07,0.29,cat
0.08,1.74,-0.05,-0.74,1.03,0.21,-1.65,-1.13,-0.95,1.57,rabbit
-1.28,1.18,-0.01,-1.79,0.75,1.03,0.61,0.57,0.4,-0.17,cat
-0.38,0.16,-0.25,2.04,-1.07,1.31,0.08,-0.69,0.11,-1.12,cat
-0.4,0.22,-1.78,0.11,0.55,-0.73,0.46,-0.74,0.26,-0.69,dog
0.19,0.03,-0.36,0.48,0.06,1.99,-0.24,-0.2,-0.33,1.55,dog
-2.47,1.36,1.65,-0.44,0.85,0.61,0.83,-1.84,1.22,2.36,rabbit
-0.92,1.69,-1.76,1.4,-0.71,-0.79,2.23,0.11,-0.14,-1.79,rabbit
0.75,-1.41,-0.97,1.2,1.63,-0.47,-1.3,-0.6,-0.83,-0.46,cat
1.11,1.19,0.68,-0.37,0.54,0.41,-0.17,-1.92,-1.17,-0.53,cat
0.93,3.11,0.55,0.25,0.59,0.82,0.36,0.19,-0.92,-1.05,rabbit
0.74,-0.11,-0.58,0.1,-1.22,-0.17,-0.84,1.28,0.46,-0.4,dog
0.12,-1.68,0.61,0.38,-1.07,0.61,0.04,-1.09,0.16,-0.18,dog
-0.84,-1.92,0.95,-1.1,0.58,-0.79,-0.29,1.62,-0.63,0.47,cat
0.61,0.49,-0.17,-0.39,-0.87,0.88,-0.19,0.3,-0.47,1.33,dog
-0.45,-0.82,0.94,-1.41,0.88,0.46,0.57,-0.69,0.48,1.75,cat
0.22,1.43,-1.32,-0.42,-0.52,-0.23,0.72,-1.16,1.07,-0.5,dog
-0.33,-0.69,-0.34,0.5,-0.7,-1.63,-0.9,0.43,-1.08,0.03,dog
-0.14,0.3,1.01,0.28,0.92,0.45,-0.64,-0.26,0.03,0.26,dog
0.21,-2.8,0.02,-1.12,2.01,-0.07,0.77,-0.93,1.18,-0.44,rabbit
-0.43,-0.08,1.78,-0.28,0.16,0.71,-0.52,1.61,0.73,-0.88,cat
0.51,-0.25,0.52,0.89,0.85,-0.5,-0.47,-0.16,0.38,-0.62,dog
1.43,-0.23,0.94,1.17,0.45,1.46,-0.89,-2.1,-0.92,-1.26,rabbit
-2.21,0.12,0.33,-0.82,0.46,-0.51,0.87,-1.06,1.43,0.85,cat
0.39,0.41,0.19,-0.45,-0.79,-0.29,0.19,2.26,0.82,-0.1,dog
0.03,0.01,-0.33,2.83,-0.84,-1.17,-0.8,-0.71,0.01,1.43,rabbit
0.16,-0.9,-0.59,-1.2,1.6,-0.36,-1.4,-0.67,0.9,-0.78,cat
1.84,0.17,0.13,-0.53,-0.88,0.06,-1.58,-0.33,-0.2,0.47,dog
1.22,-0.45,0.03,0.84,0.73,-0.37,-1.1,0.72,-1.01,0.3,dog
0.63,0.71,-0.48,-1.92,-0.76,0.52,1.37,0.67,-0.6,0.97,cat
-0.22,0.04,-0.07,-0.76,0.53,0.38,0.2,0.09,0.09,1.33,dog
1.11,0.47,3.45,-0.22,-0.94,1.36,-0.57,0.09,0.19,-0.78,rabbit
-1.0,-1.09,0.13,1.22,-1.71,0.51,0.52,0.84,-0.34,0.49,cat
-1.49,0.55,0.54,-0.75,-0.24,-0.33,-0.74,-0.39,0.02,-1.7,dog
2.17,-1.3,-0.14,-0.32,-0.08,-0.88,-0.27,0.98,-1.7,0.07,cat
2.08,-1.0,0.88,0.16,-0.83,0.89,0.74,-1.04,0.61,-1.33,rabbit
0.14,-0.75,-1.45,1.26,1.36,-2.06,-2.34,-0.01,0.82,0.17,rabbit
0.3,-0.71,0.5,-0.63,-0.82,1.09,1.91,0.93,-0.53,0.55,cat
1.26,0.04,-1.86,-0.48,-0.06,0.09,-0.02,0.12,-0.72,-0.04,dog
-0.61,-0.84,-0.62,-0.02,-0.2,1.16,-0.39,-0.34,-0.05,-1.08,dog
1.15,-0.51,-0.1,-0.33,-0.96,0.37,0.38,0.94,-0.23,-0.3,dog
0.8,-1.86,0.62,0.32,1.24,-2.28,-0.27,0.6,-0.6,1.61,rabbit
0.92,-0.64,2.31,-0.95,0.77,-1.08,0.19,-1.15,1.25,-0.02,rabbit
0.09,0.16,0.94,-0.9,-1.27,-0.8,0.47,0.55,0.61,-0.55,dog
0.16,1.56,-1.02,0.57,1.65,1.28,-1.05,0.67,-0.83,-0.32,cat
-0.65,0.69,-0.28,0.45,-1.58,1.86,0.26,0.79,-1.04,-1.01,cat
1.76,-0.38,0.68,-0.22,-0.55,-1.26,-0.83,0.2,-2.41,-0.59,rabbit
1.05,0.5,-0.3,-0.76,0.57,-1.13,3.56,-0.23,-1.57,0.17,rabbit
-0.74,0.84,0.25,1.07,-1.24,0.02,0.29,-0.57,-0.9,0.71,dog
-2.53,-0.18,-0.45,-1.07,0.33,-1.32,0.79,-0.65,0.88,0.12,rabbit
-0.41,0.81,0.57,-0.85,1.96,0.22,1.66,-1.03,0.76,1.08,rabbit
-1.06,-0.99,0.26,-0.19,1.62,-1.15,0.24,-0.12,-0.61,0.57,dog
-0.96,0.62,0.51,-1.09,1.64,0.37,-0.14,1.1,0.02,0.59,dog
-0.59,-1.64,0.37,-0.47,0.61,-0.2,-1.25,0.22,1.65,-1.29,cat
0.06,0.11,-1.95,-1.47,-0.05,0.73,2.37,-1.12,0.42,-0.98,rabbit
0.71,-1.01,-0.18,-0.1,-0.67,0.97,1.69,-0.02,1.12,-0.01,dog
0.58,-1.84,-1.2,0.4,0.48,-1.53,-0.87,-0.8,0.74,-0.26,cat
-0.2,-0.27,0.3,1.32,-0.47,1.19,-0.34,-1.55,0.95,-1.36,cat
-0.88,-0.64,0.86,1.96,0.47,-0.68,1.23,-1.64,-0.84,1.27,rabbit
-2.02,-1.0,-1.03,0.88,0.71,1.77,1.25,-1.16,0.06,-0.58,rabbit
0.54,-1.34,-0.25,-0.14,-0.53,0.63,1.05,-0.37,2.03,0.27,cat
-1.56,-1.57,-0.37,0.28,0.47,-0.5,0.08,1.65,-0.07,-1.32,cat
-0.44,0.68,-1.04,-1.75,0.53,0.7,0.21,-1.44,-0.13,1.58,cat
-0.35,-0.01,0.33,-1.01,0.96,1.63,1.11,0.73,0.35,-0.55,dog
-0.37,-0.88,1.24,-0.29,0.76,-1.17,-0.98,0.95,1.83,0.19,cat
2.19,-1.87,0.66,3.08,-0.27,1.19,-1.5,-0.05,0.64,-0.83,rabbit
0.33,1.47,-2.23,0.68,-0.81,-0.73,-0.44,0.87,-0.92,0.89,rabbit
0.05,0.43,-1.16,0.13,0.43,0.79,0.68,-0.18,0.2,0.21,dog
-0.12,0.0,-0.88,-1.3,-0.46,-0.24,1.48,0.11,-0.0,0.7,dog
-1.4,1.13,-0.44,0.22,0.45,-0.85,-1.37,0.16,0.14,-0.58,dog
0.7,-0.41,-1.39,-0.33,0.15,-1.45,0.57,0.15,1.37,0.29,dog
-1.76,-0.04,0.11,-1.39,-0.23,-0.85,-0.54,1.93,2.28,0.42,rabbit
-1.64,0.31,0.73,-2.34,0.87,-0.61,-1.2,-0.03,1.18,0.37,rabbit
-0.52,-1.0,0.25,-0.3,0.5,-0.17,0.99,0.21,2.19,-1.9,cat
-1.28,-1.41,-0.24,-0.59,1.8,0.43,3.4,-0.19,0.32,-0.67,rabbit
-1.54,-1.6,-0.03,-0.77,-0.26,0.23,0.55,0.29,-1.04,-0.48,dog
0.07,0.54,-1.32,0.85,0.13,0.35,0.4,0.51,1.12,0.86,dog
0.89,0.77,-0.51,1.55,1.07,0.32,-1.4,-0.63,0.48,-0.82,cat
-1.12,0.75,1.2,-3.31,0.75,-2.0,-0.19,-0.63,2.0,1.56,rabbit
1.2,-0.41,0.39,0.96,-0.67,-1.16,0.57,-0.44,1.44,-1.63,cat
-0.48,-0.53,-0.28,1.44,-1.22,-0.22,-0.83,-0.51,-0.48,-0.9,dog
0.97,0.53,-0.19,-2.65,0.72,0.02,0.1,-0.61,-2.15,-0.14,rabbit
0.46,1.73,0.32,-0.25,-1.35,0.58,-0.91,-0.91,0.96,0.81,cat
2.16,1.36,0.98,1.35,-0.96,-0.3,0.4,-0.99,-0.27,0.62,rabbit
0.3,-0.43,0.81,-0.22,-0.25,-1.33,0.31,1.12,1.01,-3.02,rabbit
-0.56,1.58,1.29,-0.17,-1.84,-0.93,1.14,-1.43,0.9,-0.88,rabbit
-1.12,-0.09,-1.28,2.01,0.43,-0.64,0.47,-0.71,-0.57,-0.56,cat
-1.14,-0.53,-0.79,-1.91,-2.47,0.53,-0.58,1.2,-2.5,0.88,rabbit
0.64,0.91,-0.59,2.0,1.79,1.11,1.06,-0.53,0.43,1.55,rabbit
0.81,-1.78,-0.04,-1.52,1.2,-1.38,0.39,-0.42,1.59,0.07,rabbit
-0.23,1.61,-0.37,-0.75,2.05,0.05,-0.48,0.35,0.02,-0.43,cat
-0.43,-1.18,-1.13,-0.88,1.97,-0.42,1.14,-0.25,0.23,-1.34,cat
0.46,-0.29,-0.16,0.79,2.19,0.18,1.05,-0.59,-1.74,1.5,rabbit
-1.25,0.33,0.52,0.16,-1.23,-0.41,2.1,-0.23,-1.31,1.02,cat
-0.14,-0.03,-0.75,-0.56,-0.07,0.34,1.1,-0.64,0.63,-2.12,dog
0.74,0.73,-0.12,1.01,-1.16,-0.13,-0.78,-0.9,-0.7,0.48,dog
-0.2,0.7,1.05,-0.37,-2.87,-0.92,-1.2,0.58,2.04,0.34,rabbit
1.02,-0.37,-1.22,0.06,-0.42,-0.26,1.57,-1.15,0.63,-0.77,cat
-1.3,-1.25,0.25,-0.05,-1.6,0.32,-0.65,-1.57,1.17,0.14,cat
-0.96,2.24,1.31,-0.45,0.47,-0.29,-0.15,-0.29,-0.51,-1.03,cat
0.17,0.14,-0.45,1.02,0.31,-1.06,-0.67,1.43,-1.62,-0.74,cat
0.19,-0.05,-0.19,-0.24,0.79,-1.04,0.93,0.7,1.03,-0.35,dog
-0.95,-0.04,2.37,-0.1,2.27,-0.4,-0.59,0.33,1.18,-0.93,rabbit
-0.87,-0.53,-0.16,-1.36,2.84,2.42,0.75,0.66,-1.04,2.38,rabbit
-0.23,-0.59,-0.02,0.12,-0.56,0.85,-3.06,1.09,0.33,-2.05,rabbit
-0.19,-0.89,-0.75,1.69,0.05,-0.64,0.19,2.1,0.12,0.62,cat
-0.34,0.62,-0.27,0.04,0.89,1.97,-0.84,-0.9,-1.28,0.92,cat
-0.91,0.79,-1.3,0.25,-1.07,-0.6,-1.27,-0.97,-0.61,1.48,cat
-0.98,1.26,-0.89,0.6,0.13,-0.39,0.62,1.4,0.19,0.25,dog
0.6,1.52,-0.29,0.23,0.92,1.3,-0.51,0.99,-0.37,0.36,dog
-0.4,0.89,0.32,0.26,1.04,0.57,-0.11,0.94,0.31,2.92,rabbit
-0.75,-0.57,-0.63,2.08,1.63,-0.06,-1.3,0.46,-0.02,-0.16,cat
0.52,1.74,-0.07,-0.96,-0.86,0.66,1.36,1.78,1.83,-0.35,rabbit
0.83,-2.17,-0.16,0.67,0.79,0.65,-0.45,-0.41,-0.56,2.53,rabbit
-0.28,-0.46,0.24,-0.84,0.28,-0.14,1.1,0.49,-0.75,-0.85,dog
-0.14,0.27,0.23,0.54,0.39,1.47,0.51,0.86,0.33,-1.04,dog
-1.21,-0.47,-0.91,0.34,0.59,-1.42,0.5,-0.25,-0.78,-0.94,dog
-0.31,-1.26,-0.72,0.05,-0.23,1.26,0.59,-1.43,0.58,-0.33,dog
-1.93,0.73,1.41,0.24,0.05,-0.41,0.22,-0.57,0.1,1.09,cat
-0.59,-1.35,0.07,1.08,-0.69,0.45,-0.26,1.47,-0.27,-0.29,dog
0.53,-0.53,1.25,0.5,0.42,0.57,-0.7,-1.28,-0.21,-1.62,cat
-0.47,-0.32,1.09,-1.01,-0.92,-0.2,-1.97,0.32,-1.27,0.84,cat
1.29,-1.63,1.04,-0.12,1.18,-0.47,-0.19,-0.55,-0.54,0.92,cat
-1.54,-0.19,0.23,-0.99,-0.8,-1.64,1.96,0.22,0.98,-1.47,rabbit
-0.32,-1.15,1.14,0.81,-0.16,0.83,-0.18,2.45,-0.05,-0.43,cat
-0.17,-0.89,0.07,1.91,1.0,-0.03,1.74,0.98,0.43,0.92,cat
-1.79,-0.19,2.23,0.05,0.29,-0.44,0.17,0.18,-0.26,0.86,cat
-0.28,2.06,1.76,-0.06,-2.41,-1.78,-0.78,1.12,0.31,-2.09,rabbit
0.65,0.01,1.45,-0.81,-2.38,1.39,0.49,-0.64,-0.66,2.14,rabbit
1.44,-0.54,0.13,1.76,0.97,0.71,1.31,-0.6,0.64,1.41,rabbit
0.64,-1.42,0.77,-0.36,-2.11,-2.19,-0.16,0.17,0.63,-0.64,rabbit
1.12,1.97,0.78,-0.24,-0.73,0.33,-1.11,0.67,-0.24,-0.7,cat
-0.74,-0.16,-0.42,0.28,-1.0,1.04,-0.55,-0.05,1.15,-0.21,dog
0.78,-0.63,-1.11,-0.07,1.16,-0.03,1.75,-0.78,0.14,-2.52,rabbit
-0.65,0.14,0.76,0.47,-0.67,-0.17,1.43,-0.28,-2.16,0.14,cat
1.87,0.99,2.3,-1.59,-1.11,-2.0,-0.52,0.27,-0.84,0.3,rabbit
0.24,0.26,-0.12,-0.99,0.75,-0.54,-0.33,0.37,0.31,-0.3,dog
2.05,1.66,0.75,0.07,-2.55,0.78,1.23,1.22,-1.67,0.87,rabbit
-1.39,-1.44,-0.55,-1.27,0.4,-0.06,-1.46,-1.88,0.65,0.03,rabbit
0.35,-0.8,0.8,0.4,0.29,-0.36,0.47,1.05,-0.66,-0.82,dog
2.12,-0.78,-0.7,0.63,-0.66,0.4,-0.1,1.63,-0.16,-0.43,cat
1.07,-0.69,0.16,-1.43,0.09,1.55,0.19,0.94,1.22,0.14,cat
0.42,-0.99,-0.79,0.39,-1.15,-0.59,0.34,1.06,-1.54,0.46,dog
-0.75,-0.66,0.45,-0.72,0.01,-2.08,-1.27,0.4,-1.3,-0.81,cat
0.93,-1.86,-0.19,-0.59,1.7,-0.18,0.38,-0.71,-0.82,0.08,cat
0.87,-1.13,-0.18,0.59,-0.33,-0.42,-0.67,0.44,-0.31,0.17,dog
-0.9,-1.0,0.24,0.46,-0.47,0.54,2.48,-1.29,0.35,-0.03,cat
-0.24,-1.26,-0.96,0.95,0.94,0.23,-0.96,1.55,2.06,0.98,rabbit
-0.22,-0.59,0.43,-0.9,-0.34,0.85,1.44,0.97,0.93,-0.06,dog
0.1,-0.45,-0.86,-0.12,2.04,-2.01,-0.46,-1.84,0.86,-0.61,rabbit
-1.59,0.05,-0.86,-1.83,0.21,-0.07,-1.08,-0.53,-0.74,-1.32,cat
0.21,0.99,0.74,0.39,0.55,-0.39,0.75,-0.32,1.13,-1.2,dog
0.67,0.72,-0.78,-0.31,-0.09,-0.77,0.66,0.4,0.9,-1.19,dog
-0.64,-0.86,-0.54,0.21,0.57,0.75,-0.99,2.28,1.97,-1.05,rabbit
0.76,-0.5,0.39,1.32,0.62,1.27,1.55,-0.84,0.36,0.38,cat
-0.81,-0.97,0.92,0.42,-0.13,-0.88,-1.26,1.17,-1.09,-0.25,cat
0.2,1.04,0.26,-0.15,0.67,1.97,-0.57,0.24,0.04,-2.28,cat
1.05,0.66,-0.01,1.2,0.42,-0.55,0.27,2.41,-0.62,-0.02,cat
0.89,-1.63,0.39,-1.71,0.05,-0.95,-0.86,-0.16,0.56,-0.3,cat
1.49,0.48,-0.4,0.19,1.26,0.13,-0.23,-0.35,0.52,-1.2,dog
-0.66,0.48,-1.64,0.98,-1.55,-0.06,-0.19,0.86,1.79,-0.19,cat
-0.66,-0.92,0.78,1.57,-0.27,-0.51,-0.69,0.74,0.86,0.3,dog
0.69,-0.09,-1.85,0.57,-2.08,2.35,2.71,-0.65,-0.05,0.08,rabbit
-0.51,1.48,-0.45,-1.13,-0.21,-0.72,-0.33,1.47,0.03,-1.55,cat
-0.33,1.08,-2.19,1.97,0.86,-0.55,-0.41,1.0,0.67,-0.05,rabbit
